type,song,artist,album
album_songs,,2Pac,https://genius.com/albums/2pac/In-his-own-words
album_songs,,50 Cent,https://genius.com/albums/50-cent/After-curtis
album_songs,,50 Cent,https://genius.com/albums/50-cent/Bulletproof-soundtrack
album_songs,,50 Cent,https://genius.com/albums/50-cent/24-shots
album_songs,,50 Cent,https://genius.com/albums/50-cent/No-mercy-no-fear
album_songs,,50 Cent,https://genius.com/albums/50-cent/Guess-who-s-back
album_data,,50 Cent,https://genius.com/albums/50-cent/Street-king-immortal
album_songs,,Action Bronson,https://genius.com/albums/Action-bronson/Blue-chips-2
type,song,artist,album
album_songs,,2Pac,https://genius.com/albums/2pac/In-his-own-words
album_songs,,50 Cent,https://genius.com/albums/50-cent/After-curtis
album_songs,,50 Cent,https://genius.com/albums/50-cent/Bulletproof-soundtrack
album_songs,,50 Cent,https://genius.com/albums/50-cent/24-shots
album_songs,,50 Cent,https://genius.com/albums/50-cent/No-mercy-no-fear
album_songs,,50 Cent,https://genius.com/albums/50-cent/Guess-who-s-back
album_data,,50 Cent,https://genius.com/albums/50-cent/Street-king-immortal
album_songs,,Action Bronson,https://genius.com/albums/Action-bronson/Blue-chips-2
album_songs,,Beastie Boys,https://genius.com/albums/Beastie-boys/Scientists-of-sound-the-blow-up-factor
album_data,,Big Daddy Kane,https://genius.com/albums/Big-daddy-kane/Top-shelf-8-8-88
album_data,,Big Daddy Kane,https://genius.com/albums/Big-daddy-kane/The-very-best-of
album_songs,,Big KRIT,https://genius.com/albums/Big-krit/Dirty-thirty
album_data,,Big L,https://genius.com/albums/Big-l/The-big-picture-french-version
album_songs,,Big Sean,https://genius.com/albums/Big-sean/Finally-famous-vol-2-uknowbigsean
album_songs,,Biz Markie,https://genius.com/albums/Biz-markie/Weekend-warrior
album_songs,,Biz Markie,https://genius.com/albums/Biz-markie/All-samples-cleared
album_songs,,Biz Markie,https://genius.com/albums/Biz-markie/I-need-a-haircut
album_songs,,Biz Markie,https://genius.com/albums/Biz-markie/Make-the-music-with-your-mouth-biz-ep
album_songs,,Blackalicious,https://genius.com/albums/Blackalicious/Melodica-ep
album_songs,,BoB,https://genius.com/albums/Bob/May-25th
album_songs,,BoB,https://genius.com/albums/Bob/Who-the-f-k-is-b-o-b
album_songs,,BoB,https://genius.com/albums/Bob/Hi-my-name-is-b-o-b
album_songs,,BoB,https://genius.com/albums/Bob/Cloud-9
album_songs,,BoB,https://genius.com/albums/Bob/The-future
album_songs,,Bone Thugs-n-Harmony,https://genius.com/albums/Bone-thugs-n-harmony/New-waves
album_songs,,Bone Thugs-n-Harmony,https://genius.com/albums/Bone-thugs-n-harmony/The-art-of-war-world-war-iii
album_songs,,Bone Thugs-n-Harmony,https://genius.com/albums/Bone-thugs-n-harmony/The-lost-archives-vol-1
album_songs,,Bone Thugs-n-Harmony,https://genius.com/albums/Bone-thugs-n-harmony/The-lost-files
album_songs,,Bone Thugs-n-Harmony,https://genius.com/albums/Bone-thugs-n-harmony/Bone-4-life
album_songs,,A Boogie wit da Hoodie,https://genius.com/albums/A-boogie-wit-da-hoodie/Artist-2-0
album_data,,Brockhampton,https://genius.com/albums/Brockhampton/Puppy
album_data,,Brockhampton,https://genius.com/albums/Brockhampton/Things-we-lost-in-the-fire-radio-transcribed
album_songs,,Brother Ali,https://genius.com/albums/Brother-ali/All-the-beauty-in-this-whole-life
album_songs,,Busdriver,https://genius.com/albums/Busdriver/Perfect-hair
album_songs,,Busdriver,https://genius.com/albums/Busdriver/Beaus-eros
album_songs,,Busdriver,https://genius.com/albums/Busdriver/Temporary-forever
album_songs,,Busdriver,https://genius.com/albums/Busdriver/Memoirs-of-the-elephant-man
album_data,,Busta Rhymes,https://genius.com/albums/Busta-rhymes/E-l-e-extinction-level-event-2-end-of-the-world
album_data,,Busta Rhymes,https://genius.com/albums/Busta-rhymes/The-end-of-the-world
album_songs,,Cam'ron,https://genius.com/albums/Camron/1st-of-the-month-volume-2
album_songs,,Cam'ron,https://genius.com/albums/Camron/Public-enemy-1
album_songs,,Cam'ron,https://genius.com/albums/Camron/S-d-e
album_songs,,Cam'ron,https://genius.com/albums/Camron/Confessions-of-fire
album_data,,Cam'ron,https://genius.com/albums/Camron/More-gunz-less-butta
album_songs,,Canibus,https://genius.com/albums/Canibus/Full-spectrum-dominance-2
album_songs,,Canibus,https://genius.com/albums/Canibus/Time-flys-life-dies-phoenix-rise
album_songs,,Canibus,https://genius.com/albums/Canibus/2000-b-c-before-can-i-bus
album_data,,Childish Gambino,https://genius.com/albums/Childish-gambino/Because-the-internet-screenplay
album_data,,Childish Gambino,https://genius.com/albums/Childish-gambino/Deadpool-the-animated-series-finale-script
album_songs,,Clipse,https://genius.com/albums/Clipse/Road-to-till-the-casket-drops
type,song,artist,album
album_songs,,Denzel Curry,https://genius.com/albums/Denzel-curry/Strictly-for-my-r-v-i-d-x-r-z-1993
album_songs,,Denzel Curry,https://genius.com/albums/Denzel-curry/King-of-the-mischievous-south-vol-1-underground-tape-1996
album_songs,,Denzel Curry,https://genius.com/albums/Denzel-curry/King-remembered-underground-tape-19911995
album_data,,Dizzee Rascal,https://genius.com/albums/Dizzee-rascal/Nutcrackerz
album_songs,,DMX,https://genius.com/albums/Dmx/Redemption-of-the-beast
album_songs,,DMX,https://genius.com/albums/Dmx/Mixtape
album_data,,DMX,https://genius.com/albums/Dmx/Real-dreams-2
album_data,,Drake,https://genius.com/albums/Drake/Gas-in-my-tank
album_songs,,E-40,https://genius.com/albums/E-40/The-block-brochure-welcome-to-the-soil-3
album_data,,Eminem,https://genius.com/albums/Eminem/Straight-from-the-lab-pt-2
album_data,,Eminem,https://genius.com/albums/Eminem/Don-t-call-me-marshall
album_songs,,Eminem,https://genius.com/albums/Eminem/Don-t-call-me-marshall
album_data,,Eve,https://genius.com/albums/Eve/Eveil
album_data,,Eve,https://genius.com/albums/Eve/Here-i-am
album_songs,,Eve,https://genius.com/albums/Eve/Here-i-am
album_data,,Eve,https://genius.com/albums/Eve/Official-number
album_data,,Eve,https://genius.com/albums/Eve/3
album_data,,Eve,https://genius.com/albums/Eve/Welcome-to-planet-eve
album_songs,,Fat Joe,https://genius.com/albums/Fat-joe/The-darkside-vol-3
album_data,,Fat Joe,https://genius.com/albums/Fat-joe/Family-ties
album_songs,,Fat Joe,https://genius.com/albums/Fat-joe/Family-ties
album_songs,,Foxy Brown,https://genius.com/albums/Foxy-brown/Brooklyn-s-don-diva
album_songs,,Foxy Brown,https://genius.com/albums/Foxy-brown/Ill-na-na
album_songs,,Future,https://genius.com/albums/Future/F-b-g-the-movie
album_songs,,Future,https://genius.com/albums/Future/No-sleep
album_songs,,Future,https://genius.com/albums/Future/Welcome-2-mollyworld
album_songs,,Future,https://genius.com/albums/Future/Astronaut-status
album_songs,,Future,https://genius.com/albums/Future/True-story
album_songs,,Future,https://genius.com/albums/Future/Dirty-sprite
